id,start_time,end_time,namespace,app,chaosengine,experiment,status,verdict,duration_seconds,blast_radius,rollback_performed,rollback_time_seconds,rollback_reason,pod_name,node,host_ip,cpu_before_pct,cpu_during_pct,cpu_after_pct,memory_before_mb,memory_during_mb,memory_after_mb,latency_before_ms,latency_during_ms,latency_after_ms,error_rate_before_pct,error_rate_during_pct,error_rate_after_pct,probe_name,probe_success_pct,probe_checks,probe_details,resilience_score,raw_metric_snapshot,labels,annotation
b46ce8ad-a690-4734-ac63-b9295859320c,2025-10-09T05:23:41.802690Z,2025-10-09T05:26:23.064655Z,staging,search,search-pod-delete-chaos,pod-delete,Failed,Pass,161.26,node,False,,,search-pod-44,node-11,10.0.21.25,24.81,70.45,20.26,144.61,535.88,95.68,117.25,204.08,178.28,1.21,28.09,8.46,http-response,33.74,3,"{'probe_name': 'http-response', 'checks': 3, 'success_percentage': 33.74, 'failures': 2}",47.92,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""pod-delete""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""pod-delete""} 161.26
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""http-response""} 33.74
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v1.2.0'}",post-deployment-check
33a85882-3943-481c-9f19-c1514922ba4f,2025-10-09T22:19:41.802690Z,2025-10-09T22:24:59.334927Z,production,recommendation,recommendation-memory-stress-chaos,memory-stress,Completed,Pass,317.53,namespace,False,,,recommendation-pod-3,node-1,10.0.47.15,25.89,75.46,18.29,349.75,371.2,381.03,180.08,288.95,276.14,4.48,32.31,5.52,db-connectivity,66.05,2,"{'probe_name': 'db-connectivity', 'checks': 2, 'success_percentage': 66.05, 'failures': 2}",58.05,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""memory-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""memory-stress""} 317.53
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""db-connectivity""} 66.05
","{'team': 'growth', 'criticality': 'P1', 'release': 'v4.10.16'}",on-demand-run
dca8c2c8-ff0c-4ef2-82d2-a3d6d343712b,2025-10-09T22:15:41.802690Z,2025-10-09T22:18:31.788742Z,qa,nginx,nginx-disk-fill-chaos,disk-fill,Completed,Pass,169.99,cluster,True,185.04,auto-detected-failure,nginx-pod-17,node-6,10.0.225.18,26.17,33.76,26.98,200.94,488.62,122.19,88.87,133.26,73.05,0.35,29.45,7.68,readiness-probe,89.65,3,"{'probe_name': 'readiness-probe', 'checks': 3, 'success_percentage': 89.65, 'failures': 0}",71.86,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""disk-fill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""disk-fill""} 169.99
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""readiness-probe""} 89.65
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v4.8.9'}",pre-deployment-validation
9faf4e2e-0a88-4e99-9bf6-47593cbe2490,2025-10-09T07:46:41.802690Z,2025-10-09T07:52:28.713640Z,qa,recommendation,recommendation-io-stress-chaos,io-stress,Completed,Fail,346.91,cluster,False,,,recommendation-pod-5,node-18,10.0.115.1,32.9,66.64,34.24,377.26,524.67,413.63,80.72,203.5,175.78,0.45,21.84,9.98,readiness-probe,84.12,5,"{'probe_name': 'readiness-probe', 'checks': 5, 'success_percentage': 84.12, 'failures': 5}",68.77,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""io-stress""} 346.91
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""readiness-probe""} 84.12
","{'team': 'core-platform', 'criticality': 'P0', 'release': 'v5.1.24'}",on-demand-run
0f0945bc-39d6-4818-a3f6-c51591e2c61c,2025-10-09T13:25:41.802690Z,2025-10-09T13:32:40.852646Z,staging,payments,payments-dns-failure-chaos,dns-failure,Completed,Awaited,419.05,namespace,True,217.32,slo-breach,payments-pod-29,node-7,10.0.71.10,10.3,37.51,16.15,275.19,500.02,368.18,162.54,355.52,144.51,1.7,15.21,8.35,db-connectivity,11.82,9,"{'probe_name': 'db-connectivity', 'checks': 9, 'success_percentage': 11.82, 'failures': 7}",,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""dns-failure""} 0
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""dns-failure""} 419.05
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""db-connectivity""} 11.82
","{'team': 'core-platform', 'criticality': 'P2', 'release': 'v5.7.4'}",scheduled-experiment
059f6d38-450b-4200-acbb-cf3a6f1fca0d,2025-10-09T19:08:41.802690Z,2025-10-09T19:13:37.695044Z,litmus,nginx,nginx-io-stress-chaos,io-stress,Completed,Fail,295.89,node,True,139.57,auto-detected-failure,nginx-pod-1,node-6,10.0.25.232,33.58,38.06,39.93,89.96,367.2,113.09,13.56,46.11,34.04,4.18,33.7,7.0,readiness-probe,97.59,10,"{'probe_name': 'readiness-probe', 'checks': 10, 'success_percentage': 97.59, 'failures': 8}",73.93,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""io-stress""} 295.89
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""readiness-probe""} 97.59
","{'team': 'core-platform', 'criticality': 'P1', 'release': 'v2.1.37'}",on-demand-run
49984f93-d393-4a4d-8624-67ff1e27df2a,2025-10-09T10:15:41.802690Z,2025-10-09T10:16:24.419713Z,qa,inventory,inventory-network-latency-chaos,network-latency,Completed,Pass,42.62,pod,True,34.49,slo-breach,inventory-pod-11,node-15,10.0.124.237,24.89,79.33,15.2,220.44,173.93,156.32,18.74,145.61,105.17,2.08,34.38,9.35,liveness-probe,20.62,5,"{'probe_name': 'liveness-probe', 'checks': 5, 'success_percentage': 20.62, 'failures': 4}",38.15,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""network-latency""} 1
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""network-latency""} 42.62
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""liveness-probe""} 20.62
","{'team': 'growth', 'criticality': 'P1', 'release': 'v2.5.39'}",scheduled-experiment
971306d9-1d3e-4bc6-8c6b-59ba7498aa18,2025-10-08T22:19:41.802690Z,2025-10-08T22:21:33.902968Z,litmus,recommendation,recommendation-node-reboot-chaos,node-reboot,Completed,Fail,112.1,namespace,True,39.66,slo-breach,recommendation-pod-23,node-14,10.0.2.143,39.09,82.41,46.34,395.37,624.52,388.21,125.67,159.37,112.04,0.56,6.53,8.69,db-connectivity,49.75,3,"{'probe_name': 'db-connectivity', 'checks': 3, 'success_percentage': 49.75, 'failures': 0}",65.6,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""node-reboot""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""node-reboot""} 112.1
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""db-connectivity""} 49.75
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v3.9.13'}",post-deployment-check
1cb3b95d-68dc-4ac1-b4f0-fcd7b324f319,2025-10-09T12:57:41.802690Z,2025-10-09T13:01:05.707994Z,litmus,recommendation,recommendation-pod-delete-chaos,pod-delete,Completed,Awaited,203.91,pod,True,269.05,slo-breach,recommendation-pod-12,node-6,10.0.14.125,18.35,58.93,16.73,311.48,755.59,257.49,22.92,60.75,31.37,2.06,10.06,10.76,readiness-probe,47.1,8,"{'probe_name': 'readiness-probe', 'checks': 8, 'success_percentage': 47.1, 'failures': 0}",,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""pod-delete""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""pod-delete""} 203.91
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""readiness-probe""} 47.1
","{'team': 'growth', 'criticality': 'P0', 'release': 'v2.19.29'}",on-demand-run
3f4d0622-4cd5-4e14-896e-c0e831fd80f2,2025-10-09T06:52:41.802690Z,2025-10-09T06:56:29.026314Z,production,recommendation,recommendation-kube-api-failure-chaos,kube-api-failure,Completed,Error,227.22,pod,False,,,recommendation-pod-13,node-11,10.0.65.9,6.32,65.94,5.49,109.92,248.89,187.2,121.12,276.92,177.68,3.06,9.86,12.7,liveness-probe,8.65,9,"{'probe_name': 'liveness-probe', 'checks': 9, 'success_percentage': 8.65, 'failures': 7}",,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""kube-api-failure""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""kube-api-failure""} 227.22
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""liveness-probe""} 8.65
","{'team': 'core-platform', 'criticality': 'P2', 'release': 'v4.14.17'}",scheduled-experiment
42bfc3f8-c246-40a8-a5de-7210eadac3f5,2025-10-09T06:43:41.802690Z,2025-10-09T06:51:04.829111Z,staging,auth,auth-network-partition-chaos,network-partition,Completed,Pass,443.03,pod,True,297.43,slo-breach,auth-pod-38,node-5,10.0.2.107,30.98,33.33,31.6,217.74,606.65,282.0,91.04,131.55,138.06,0.06,29.33,9.46,liveness-probe,35.84,4,"{'probe_name': 'liveness-probe', 'checks': 4, 'success_percentage': 35.84, 'failures': 0}",50.58,"litmus_chaosengine_experiment_verdict{app=""auth"",experiment=""network-partition""} 1
litmus_chaosengine_experiment_duration_seconds{app=""auth"",experiment=""network-partition""} 443.03
litmus_experiment_result_probe_success_percentage{app=""auth"",probe=""liveness-probe""} 35.84
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v3.5.45'}",post-deployment-check
bc3abfc0-78ea-4678-bb57-2ae9408bc8b9,2025-10-08T21:31:41.802690Z,2025-10-08T21:39:11.438274Z,qa,nginx,nginx-io-stress-chaos,io-stress,Completed,Awaited,449.64,cluster,False,,,nginx-pod-26,node-6,10.0.189.161,25.7,85.93,17.11,362.7,495.8,269.24,85.75,132.41,179.28,2.71,34.49,10.16,readiness-probe,62.05,6,"{'probe_name': 'readiness-probe', 'checks': 6, 'success_percentage': 62.05, 'failures': 5}",,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""io-stress""} 449.64
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""readiness-probe""} 62.05
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v3.1.7'}",post-deployment-check
758675e1-4375-4d71-80de-3c55a7094159,2025-10-09T09:27:41.802690Z,2025-10-09T09:32:23.687651Z,staging,nginx,nginx-memory-stress-chaos,memory-stress,Completed,Pass,281.88,node,True,164.19,slo-breach,nginx-pod-5,node-18,10.0.104.36,19.66,85.4,21.26,385.69,451.08,434.69,45.86,109.93,57.94,3.4,14.49,2.16,custom-slo-probe,45.24,9,"{'probe_name': 'custom-slo-probe', 'checks': 9, 'success_percentage': 45.24, 'failures': 8}",59.1,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""memory-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""memory-stress""} 281.88
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""custom-slo-probe""} 45.24
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v5.17.18'}",post-deployment-check
6b280b53-eb93-4b15-ac8f-89fe73ec3404,2025-10-08T21:07:41.802690Z,2025-10-08T21:11:25.849472Z,qa,payments,payments-network-partition-chaos,network-partition,Running,Pass,224.05,namespace,False,,,payments-pod-12,node-10,10.0.39.28,5.37,15.73,0.0,121.49,595.15,26.03,83.89,217.19,175.7,2.37,19.18,9.22,readiness-probe,29.15,2,"{'probe_name': 'readiness-probe', 'checks': 2, 'success_percentage': 29.15, 'failures': 0}",47.32,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""network-partition""} 1
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""network-partition""} 224.05
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""readiness-probe""} 29.15
","{'team': 'core-platform', 'criticality': 'P2', 'release': 'v3.13.37'}",pre-deployment-validation
5ad3babe-276d-4523-bfcb-3317722e8507,2025-10-09T09:11:41.802690Z,2025-10-09T09:16:36.060983Z,staging,recommendation,recommendation-io-stress-chaos,io-stress,Completed,Awaited,294.26,cluster,False,,,recommendation-pod-20,node-6,10.0.133.59,38.86,92.74,29.81,173.59,374.35,106.86,184.9,324.38,199.13,4.87,38.44,11.18,liveness-probe,16.13,2,"{'probe_name': 'liveness-probe', 'checks': 2, 'success_percentage': 16.13, 'failures': 0}",,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""io-stress""} 294.26
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""liveness-probe""} 16.13
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v2.14.16'}",pre-deployment-validation
bdb29b01-7dda-4edc-9596-9fcef58f62c9,2025-10-09T18:18:41.802690Z,2025-10-09T18:20:48.870130Z,staging,nginx,nginx-dns-failure-chaos,dns-failure,Aborted,Pass,127.07,node,True,276.53,manual-intervention,nginx-pod-29,node-18,10.0.83.137,37.31,91.11,46.27,374.73,410.56,468.76,109.68,206.24,167.35,1.48,37.32,11.12,http-response,66.69,10,"{'probe_name': 'http-response', 'checks': 10, 'success_percentage': 66.69, 'failures': 7}",56.92,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""dns-failure""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""dns-failure""} 127.07
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""http-response""} 66.69
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v1.15.2'}",on-demand-run
04f86bcf-226d-4989-954d-433d42f53851,2025-10-08T23:37:41.802690Z,2025-10-08T23:38:56.343968Z,production,nginx,nginx-disk-fill-chaos,disk-fill,Completed,Pass,74.54,namespace,False,,,nginx-pod-4,node-20,10.0.99.150,8.63,14.48,15.62,286.97,763.66,382.14,79.49,172.49,131.87,2.56,4.8,8.56,db-connectivity,14.79,7,"{'probe_name': 'db-connectivity', 'checks': 7, 'success_percentage': 14.79, 'failures': 5}",49.35,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""disk-fill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""disk-fill""} 74.54
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""db-connectivity""} 14.79
","{'team': 'growth', 'criticality': 'P1', 'release': 'v1.9.22'}",pre-deployment-validation
e470472f-d0a4-42f4-a421-ba950d1bf9b1,2025-10-09T11:54:41.802690Z,2025-10-09T12:04:28.429249Z,qa,payments,payments-network-partition-chaos,network-partition,Completed,Pass,586.63,cluster,False,,,payments-pod-29,node-10,10.0.83.207,35.96,45.73,37.7,80.13,144.41,75.05,173.64,370.83,161.57,4.8,35.04,3.86,db-connectivity,63.88,5,"{'probe_name': 'db-connectivity', 'checks': 5, 'success_percentage': 63.88, 'failures': 3}",51.68,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""network-partition""} 1
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""network-partition""} 586.63
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""db-connectivity""} 63.88
","{'team': 'core-platform', 'criticality': 'P2', 'release': 'v4.18.48'}",on-demand-run
f4f1ea9b-3a83-40f2-bfb6-81050cd1c521,2025-10-09T14:55:41.802690Z,2025-10-09T14:57:37.476509Z,qa,search,search-cpu-hog-chaos,cpu-hog,Running,Fail,115.67,cluster,True,12.92,auto-detected-failure,search-pod-38,node-10,10.0.252.144,7.01,28.02,9.82,272.8,291.1,305.98,58.25,85.92,147.07,3.22,4.36,10.4,db-connectivity,99.43,2,"{'probe_name': 'db-connectivity', 'checks': 2, 'success_percentage': 99.43, 'failures': 2}",86.64,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""cpu-hog""} 0
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""cpu-hog""} 115.67
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""db-connectivity""} 99.43
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v4.18.27'}",pre-deployment-validation
c6fa7a9e-c9b9-469b-b762-e5dffe265fff,2025-10-09T02:13:41.802690Z,2025-10-09T02:23:26.486645Z,litmus,payments,payments-memory-stress-chaos,memory-stress,Failed,Pass,584.68,namespace,False,,,payments-pod-4,node-5,10.0.163.119,7.37,26.46,5.76,369.24,515.03,327.21,106.39,293.02,148.05,3.83,11.16,2.96,liveness-probe,54.37,6,"{'probe_name': 'liveness-probe', 'checks': 6, 'success_percentage': 54.37, 'failures': 6}",57.95,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""memory-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""memory-stress""} 584.68
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""liveness-probe""} 54.37
","{'team': 'search-team', 'criticality': 'P1', 'release': 'v3.3.34'}",rollback-test
c630b9d9-2dbc-491b-8a50-6ab08a7213b6,2025-10-09T08:23:41.802690Z,2025-10-09T08:31:56.675006Z,staging,nginx,nginx-network-latency-chaos,network-latency,Completed,Pass,494.87,namespace,False,,,nginx-pod-22,node-6,10.0.52.56,9.62,22.81,17.56,264.7,671.98,269.83,106.89,212.62,177.65,0.57,18.99,0.0,liveness-probe,92.34,8,"{'probe_name': 'liveness-probe', 'checks': 8, 'success_percentage': 92.34, 'failures': 5}",74.05,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""network-latency""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""network-latency""} 494.87
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""liveness-probe""} 92.34
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v3.4.28'}",rollback-test
38a8615e-dc79-4289-8458-0d50bf8329f4,2025-10-08T22:42:41.802690Z,2025-10-08T22:50:21.138470Z,staging,user-service,user-service-network-latency-chaos,network-latency,Running,Fail,459.34,namespace,False,,,user-service-pod-15,node-5,10.0.72.177,5.89,15.01,0.0,291.79,673.01,207.34,155.16,304.2,140.26,0.54,32.26,4.7,readiness-probe,46.91,5,"{'probe_name': 'readiness-probe', 'checks': 5, 'success_percentage': 46.91, 'failures': 0}",48.41,"litmus_chaosengine_experiment_verdict{app=""user-service"",experiment=""network-latency""} 0
litmus_chaosengine_experiment_duration_seconds{app=""user-service"",experiment=""network-latency""} 459.34
litmus_experiment_result_probe_success_percentage{app=""user-service"",probe=""readiness-probe""} 46.91
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v1.3.50'}",scheduled-experiment
55fe3853-81f4-4fb8-b0ce-25e7933998a1,2025-10-08T19:19:41.802690Z,2025-10-08T19:21:49.016396Z,staging,auth,auth-network-latency-chaos,network-latency,Running,Pass,127.21,namespace,False,,,auth-pod-48,node-9,10.0.178.91,31.45,74.36,31.55,73.92,474.69,126.57,106.24,246.56,201.95,0.86,31.02,0.0,readiness-probe,92.42,9,"{'probe_name': 'readiness-probe', 'checks': 9, 'success_percentage': 92.42, 'failures': 7}",67.54,"litmus_chaosengine_experiment_verdict{app=""auth"",experiment=""network-latency""} 1
litmus_chaosengine_experiment_duration_seconds{app=""auth"",experiment=""network-latency""} 127.21
litmus_experiment_result_probe_success_percentage{app=""auth"",probe=""readiness-probe""} 92.42
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v5.5.28'}",scheduled-experiment
9fadbbea-afcc-46df-b1d2-ff1bbab9909b,2025-10-09T17:38:41.802690Z,2025-10-09T17:47:03.474272Z,production,search,search-disk-fill-chaos,disk-fill,Completed,Pass,501.67,pod,False,,,search-pod-49,node-11,10.0.63.120,6.3,59.66,10.39,245.0,217.33,210.62,24.03,73.59,76.08,1.56,40.61,4.89,http-response,40.73,7,"{'probe_name': 'http-response', 'checks': 7, 'success_percentage': 40.73, 'failures': 3}",47.57,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""disk-fill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""disk-fill""} 501.67
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""http-response""} 40.73
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v3.5.0'}",post-deployment-check
ea634c3c-4a44-4059-81d0-f2d9087d7bb2,2025-10-09T20:47:41.802690Z,2025-10-09T20:51:42.642696Z,production,payments,payments-pod-kill-chaos,pod-kill,Completed,Fail,240.84,namespace,False,,,payments-pod-7,node-6,10.0.33.94,8.81,67.89,6.9,131.5,315.09,131.32,153.2,304.05,204.44,3.78,35.82,13.1,custom-slo-probe,47.58,10,"{'probe_name': 'custom-slo-probe', 'checks': 10, 'success_percentage': 47.58, 'failures': 6}",47.16,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""pod-kill""} 0
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""pod-kill""} 240.84
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""custom-slo-probe""} 47.58
","{'team': 'growth', 'criticality': 'P2', 'release': 'v3.4.49'}",post-deployment-check
43464c50-b234-4820-9cb5-1c2a6c7b12a2,2025-10-09T20:43:41.802690Z,2025-10-09T20:44:59.505776Z,production,recommendation,recommendation-io-stress-chaos,io-stress,Completed,Pass,77.7,pod,True,117.88,slo-breach,recommendation-pod-7,node-2,10.0.34.128,13.75,34.94,16.21,316.06,629.65,320.05,98.95,186.81,114.18,2.49,22.68,7.0,http-response,54.66,1,"{'probe_name': 'http-response', 'checks': 1, 'success_percentage': 54.66, 'failures': 1}",58.4,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""io-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""io-stress""} 77.7
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""http-response""} 54.66
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v4.10.24'}",post-deployment-check
beb15786-7394-4e6c-b4ad-d6786a6bc69b,2025-10-09T01:03:41.802690Z,2025-10-09T01:04:08.211456Z,staging,orders,orders-process-kill-chaos,process-kill,Failed,Pass,26.41,cluster,False,,,orders-pod-28,node-5,10.0.159.184,30.8,70.62,30.61,243.82,490.49,237.78,112.89,135.72,99.58,1.32,24.96,3.85,custom-slo-probe,76.65,5,"{'probe_name': 'custom-slo-probe', 'checks': 5, 'success_percentage': 76.65, 'failures': 2}",69.53,"litmus_chaosengine_experiment_verdict{app=""orders"",experiment=""process-kill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""orders"",experiment=""process-kill""} 26.41
litmus_experiment_result_probe_success_percentage{app=""orders"",probe=""custom-slo-probe""} 76.65
","{'team': 'payments-team', 'criticality': 'P0', 'release': 'v5.1.8'}",pre-deployment-validation
6e3e767c-f812-4a77-b961-b3e45a7eee55,2025-10-09T07:27:41.802690Z,2025-10-09T07:35:48.486979Z,staging,nginx,nginx-dns-failure-chaos,dns-failure,Completed,Pass,486.68,namespace,True,74.21,manual-intervention,nginx-pod-23,node-14,10.0.179.15,24.11,87.84,15.42,156.72,292.4,60.66,65.9,152.69,149.5,2.84,38.9,4.04,db-connectivity,58.8,6,"{'probe_name': 'db-connectivity', 'checks': 6, 'success_percentage': 58.8, 'failures': 3}",53.62,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""dns-failure""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""dns-failure""} 486.68
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""db-connectivity""} 58.8
","{'team': 'growth', 'criticality': 'P1', 'release': 'v5.3.31'}",scheduled-experiment
8fe55c2b-fc5e-4797-b659-f77bcd8211cc,2025-10-09T13:55:41.802690Z,2025-10-09T13:59:06.703330Z,staging,user-service,user-service-network-latency-chaos,network-latency,Completed,Pass,204.9,node,True,92.71,slo-breach,user-service-pod-32,node-3,10.0.109.74,16.68,32.49,21.54,82.19,496.49,1.14,68.03,72.16,144.17,2.38,10.77,9.93,custom-slo-probe,50.46,5,"{'probe_name': 'custom-slo-probe', 'checks': 5, 'success_percentage': 50.46, 'failures': 3}",65.67,"litmus_chaosengine_experiment_verdict{app=""user-service"",experiment=""network-latency""} 1
litmus_chaosengine_experiment_duration_seconds{app=""user-service"",experiment=""network-latency""} 204.9
litmus_experiment_result_probe_success_percentage{app=""user-service"",probe=""custom-slo-probe""} 50.46
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v4.12.16'}",rollback-test
1d548b58-d956-4e54-81de-25e11bd1a466,2025-10-08T21:14:41.802690Z,2025-10-08T21:19:16.473710Z,production,orders,orders-pod-delete-chaos,pod-delete,Completed,Pass,274.67,cluster,False,,,orders-pod-48,node-15,10.0.137.240,29.34,33.53,23.35,211.87,294.08,261.16,153.34,320.61,182.57,4.3,40.75,9.91,db-connectivity,26.69,5,"{'probe_name': 'db-connectivity', 'checks': 5, 'success_percentage': 26.69, 'failures': 5}",36.01,"litmus_chaosengine_experiment_verdict{app=""orders"",experiment=""pod-delete""} 1
litmus_chaosengine_experiment_duration_seconds{app=""orders"",experiment=""pod-delete""} 274.67
litmus_experiment_result_probe_success_percentage{app=""orders"",probe=""db-connectivity""} 26.69
","{'team': 'core-platform', 'criticality': 'P1', 'release': 'v5.7.25'}",on-demand-run
298f1ed9-c56b-4dd6-8c95-e1ac6e2fa13d,2025-10-09T20:23:41.802690Z,2025-10-09T20:25:16.030227Z,staging,nginx,nginx-network-partition-chaos,network-partition,Completed,Pass,94.23,namespace,False,,,nginx-pod-28,node-14,10.0.18.52,6.32,24.41,12.39,280.53,327.32,351.03,192.79,284.82,175.18,4.3,7.66,9.52,readiness-probe,90.06,7,"{'probe_name': 'readiness-probe', 'checks': 7, 'success_percentage': 90.06, 'failures': 5}",78.36,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""network-partition""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""network-partition""} 94.23
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""readiness-probe""} 90.06
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v2.7.7'}",rollback-test
84759c2f-13cb-4432-9223-d17ff8323bb7,2025-10-08T20:52:41.802690Z,2025-10-08T21:02:01.899281Z,litmus,inventory,inventory-io-stress-chaos,io-stress,Completed,Pass,560.1,namespace,False,,,inventory-pod-21,node-11,10.0.199.207,9.5,16.98,3.78,146.09,320.7,218.67,12.13,114.16,76.08,0.56,22.39,4.26,liveness-probe,96.33,3,"{'probe_name': 'liveness-probe', 'checks': 3, 'success_percentage': 96.33, 'failures': 2}",74.47,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""io-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""io-stress""} 560.1
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""liveness-probe""} 96.33
","{'team': 'growth', 'criticality': 'P2', 'release': 'v3.9.1'}",rollback-test
